cp_ville,Région,Département,Gazole,SP98,SP95,E85,E10,GPLc,Latitude,Longitude,Nombre de stations
83600 Fréjus,Provence-Alpes-Côte d'Azur,Var,1.9039000000000001,1.9600000000000002,,1.039,1.8716000000000002,0.9515,43.43444436168999,6.747265372067001,10
83600 Les Adrets-de-l'Estérel,Provence-Alpes-Côte d'Azur,Var,1.984,1.99,,1.249,1.955,1.031,43.541,6.786,1
83610 Collobrières,Provence-Alpes-Côte d'Azur,Var,1.941,,1.961,,,,43.237213,6.3038599,1
83630 Aups,Provence-Alpes-Côte d'Azur,Var,1.889,1.909,1.849,0.998,,,43.617,6.22,1
83630 Régusse,Provence-Alpes-Côte d'Azur,Var,1.829,1.869,,,1.789,,43.6560537166,6.11974997415,1
83640 Saint-Zacharie,Provence-Alpes-Côte d'Azur,Var,1.795,1.819,1.799,0.979,1.769,,43.383,5.706,1
83660 Carnoules,Provence-Alpes-Côte d'Azur,Var,1.879,1.905,,,1.839,,43.299,6.191,1
83670 Barjols,Provence-Alpes-Côte d'Azur,Var,1.9020000000000001,1.941,,1.0935000000000001,1.901,,43.563500000000005,6.007999999999999,2
83690 Salernes,Provence-Alpes-Côte d'Azur,Var,1.9349999999999998,1.9945,1.9589999999999999,0.998,1.829,,43.56091652046667,6.246078730726666,3
83690 Villecroze,Provence-Alpes-Côte d'Azur,Var,,,,,,,43.56581,6.29121,1
83700 Saint-Raphaël,Provence-Alpes-Côte d'Azur,Var,1.805,1.959,1.77,0.9644999999999999,1.7645,0.92,43.429925,6.7953600000000005,2
83720 Trans-en-Provence,Provence-Alpes-Côte d'Azur,Var,1.7985,1.8445,1.83,1.011,1.795,,43.51095502291,6.478224664119299,2
83780 Flayosc,Provence-Alpes-Côte d'Azur,Var,1.91,1.98,1.95,,,,43.53688,6.38944,1
83790 Pignans,Provence-Alpes-Côte d'Azur,Var,1.827,,1.83,,1.799,,43.302,6.236,1
83820 Rayol-Canadel-sur-Mer,Provence-Alpes-Côte d'Azur,Var,1.94,1.99,1.94,,,,43.159,6.483,1
83830 Figanières,Provence-Alpes-Côte d'Azur,Var,1.969,2.019,,,1.949,,43.554,6.524,1
83840 Comps-sur-Artuby,Provence-Alpes-Côte d'Azur,Var,1.9,1.95,,,1.9,,43.711,6.507,1
83870 Signes,Provence-Alpes-Côte d'Azur,Var,1.929,,,,1.896,,43.29,5.863,1
83910 Pourrières,Provence-Alpes-Côte d'Azur,Var,1.879,1.899,,,1.849,,43.497,5.732,1
83980 Le Lavandou,Provence-Alpes-Côte d'Azur,Var,1.873,1.805,2.05,,1.758,,43.1365,6.362,2
83990 Saint-Tropez,Provence-Alpes-Côte d'Azur,Var,2.158,2.199,,,2.169,,43.267,6.63,1
84000 Avignon,Provence-Alpes-Côte d'Azur,Vaucluse,1.8553000000000002,1.92925,1.853,1.0358571428571428,1.8402999999999998,0.9365,43.9360954044714,4.8142389630665505,10
84100 Orange,Provence-Alpes-Côte d'Azur,Vaucluse,1.8911666666666667,1.9264,,0.999,1.8521666666666665,0.999,44.13279666666667,4.8118766666666675,6
84110 Saint-Romain-en-Viennois,Provence-Alpes-Côte d'Azur,Vaucluse,1.799,1.849,,0.998,1.789,0.963,44.247438008131006,5.0931422309044,1
84110 Séguret,Provence-Alpes-Côte d'Azur,Vaucluse,1.919,,1.909,,,,44.229030660904,5.0139130168282,1
84110 Vaison-la-Romaine,Provence-Alpes-Côte d'Azur,Vaucluse,1.802,1.851,,0.9815,1.791,0.88,44.2425,5.0805,2
84120 Pertuis,Provence-Alpes-Côte d'Azur,Vaucluse,1.8756,1.96925,1.8659999999999999,1.049,1.8327499999999999,,43.6874,5.4990000000000006,5
84130 Avignon,Provence-Alpes-Côte d'Azur,Vaucluse,1.929,1.959,,,1.869,,43.953,4.879,1
84130 Le Pontet,Provence-Alpes-Côte d'Azur,Vaucluse,1.8694,1.91225,1.861,0.994,1.80525,0.9564999999999999,43.966020774936595,4.85906782434036,5
84140 Avignon,Provence-Alpes-Côte d'Azur,Vaucluse,1.8526666666666667,1.9080000000000001,,0.9744999999999999,1.827,0.979,43.91975318733633,4.877005877621266,3
84150 Jonquières,Provence-Alpes-Côte d'Azur,Vaucluse,1.889,1.919,,,1.849,,44.11569,4.89531,1
84160 Cadenet,Provence-Alpes-Côte d'Azur,Vaucluse,1.83,1.879,1.829,1.009,,,43.736,5.374,1
84160 Puyvert,Provence-Alpes-Côte d'Azur,Vaucluse,,,,,,,43.759,5.341,1
84170 Monteux,Provence-Alpes-Côte d'Azur,Vaucluse,1.9285,1.959,,1.174,1.9024999999999999,,44.034,4.9990000000000006,2
84190 Beaumes-de-Venise,Provence-Alpes-Côte d'Azur,Vaucluse,1.973,2.039,,1.209,1.973,,44.116,5.016,1
84200 Carpentras,Provence-Alpes-Côte d'Azur,Vaucluse,1.8506666666666665,1.8765,1.8815,1.00625,1.7723333333333333,,44.05627077074728,5.0553826482395,7
84210 Pernes-les-Fontaines,Provence-Alpes-Côte d'Azur,Vaucluse,1.88,1.868,,1.0939999999999999,1.8495,,44.007090000000005,5.05105,2
84220 Gordes,Provence-Alpes-Côte d'Azur,Vaucluse,1.93,,1.92,,,,43.88557,5.16824,1
84220 Roussillon,Provence-Alpes-Côte d'Azur,Vaucluse,1.875,,,1.099,1.829,,43.864,5.291,1
84230 Châteauneuf-du-Pape,Provence-Alpes-Côte d'Azur,Vaucluse,1.859,1.919,,,1.865,,44.058,4.835,1
84240 La Tour-d'Aigues,Provence-Alpes-Côte d'Azur,Vaucluse,1.912,1.99,,,1.895,,43.721,5.542,1
84250 Le Thor,Provence-Alpes-Côte d'Azur,Vaucluse,1.9195,1.9994999999999998,2.009,0.998,1.819,,43.926217949999995,4.9883956000000005,2
84260 Sarrians,Provence-Alpes-Côte d'Azur,Vaucluse,1.855,1.925,,0.999,1.825,0.999,44.0812,4.98365,1
84270 Vedène,Provence-Alpes-Côte d'Azur,Vaucluse,1.904,1.908,,,1.856,,43.97813675,4.908116067437899,1
84290 Sainte-Cécile-les-Vignes,Provence-Alpes-Côte d'Azur,Vaucluse,1.86,1.884,,,1.806,,44.232,4.883,1
84300 Cavaillon,Provence-Alpes-Côte d'Azur,Vaucluse,1.8598,1.856,1.899,0.993,1.8114999999999999,0.949,43.837541533448004,5.04033326367996,5
84310 Morières-lès-Avignon,Provence-Alpes-Côte d'Azur,Vaucluse,1.9243333333333332,1.971,,1.0045,1.8676666666666666,1.054,43.936483333333335,4.905963333333333,3
84320 Entraigues-sur-la-Sorgue,Provence-Alpes-Côte d'Azur,Vaucluse,1.915,1.885,,,1.818,,44.00506,4.9321,1
84330 Caromb,Provence-Alpes-Côte d'Azur,Vaucluse,1.897,1.899,,,1.84,,44.100535040429,5.1021415196765,1
84330 Saint-Pierre-de-Vassols,Provence-Alpes-Côte d'Azur,Vaucluse,1.819,1.909,,,1.789,,44.096798967498,5.1409751479881,1
84340 Malaucène,Provence-Alpes-Côte d'Azur,Vaucluse,1.96,2.01,1.96,,,,44.176,5.129,1
84350 Courthézon,Provence-Alpes-Côte d'Azur,Vaucluse,1.869,1.919,,,1.849,,44.0797107,4.8788574,1
84360 Lauris,Provence-Alpes-Côte d'Azur,Vaucluse,1.939,1.979,1.929,1.309,,,43.747,5.312,1
84380 Mazan,Provence-Alpes-Côte d'Azur,Vaucluse,1.981,1.999,1.962,,,,44.05877,5.11102,1
84390 Sault,Provence-Alpes-Côte d'Azur,Vaucluse,1.849,1.899,,0.998,1.799,,44.1015,5.41452,1
84400 Apt,Provence-Alpes-Côte d'Azur,Vaucluse,1.8315000000000001,1.87225,1.775,1.048,1.8085,0.919,43.88134261952075,5.386512308597275,4
84430 Mondragon,Provence-Alpes-Côte d'Azur,Vaucluse,1.919,1.929,,,1.859,,44.235,4.711,1
84470 Châteauneuf-de-Gadagne,Provence-Alpes-Côte d'Azur,Vaucluse,1.94,1.99,,,1.92,,43.92849,4.93805,1
84500 Bollène,Provence-Alpes-Côte d'Azur,Vaucluse,1.8882,1.934,1.883,0.9855,1.8415,0.935,44.2926819207982,4.759551279456561,5
84510 Caumont-sur-Durance,Provence-Alpes-Côte d'Azur,Vaucluse,1.838,,,,1.795,,43.906,4.948,1
84550 Mornas,Provence-Alpes-Côte d'Azur,Vaucluse,1.9663333333333333,2.0780000000000003,,1.234,1.9323333333333332,1.0590000000000002,44.202638907208005,4.7304219056094,3
84570 Villes-sur-Auzon,Provence-Alpes-Côte d'Azur,Vaucluse,1.949,,1.959,,,,44.0578163364645,5.23177341057435,2
84600 Grillon,Provence-Alpes-Côte d'Azur,Vaucluse,1.834,1.878,,1.079,1.818,,44.394231137862,4.942068179992599,1
84600 Valréas,Provence-Alpes-Côte d'Azur,Vaucluse,1.851,1.876,,0.9670000000000001,1.804,0.963,44.37959,4.994125,2
84660 Maubec,Provence-Alpes-Côte d'Azur,Vaucluse,1.95,1.93,1.9,,,,43.86584,5.14004,1
84660 Oppède,Provence-Alpes-Côte d'Azur,Vaucluse,1.849,1.879,,1.029,1.789,,43.86696,5.1488199999999,1
84700 Sorgues,Provence-Alpes-Côte d'Azur,Vaucluse,1.8940000000000001,1.97125,,1.161,1.8847999999999998,1.083,44.01800738000001,4.8769512200000005,5
84740 Velleron,Provence-Alpes-Côte d'Azur,Vaucluse,1.932,1.99,,0.994,1.907,,43.957,5.029,1
84800 L'Isle-sur-la-Sorgue,Provence-Alpes-Côte d'Azur,Vaucluse,1.8766666666666667,1.9160000000000001,,0.9973333333333333,1.8416666666666668,0.969,43.92466666666667,5.059,3
84810 Aubignan,Provence-Alpes-Côte d'Azur,Vaucluse,1.919,,1.899,,1.869,,44.0920453,5.0296613,1
84840 Lapalud,Provence-Alpes-Côte d'Azur,Vaucluse,1.879,,,1.015,1.823,,44.311649402167,4.6859038812567,1
84850 Camaret-sur-Aigues,Provence-Alpes-Côte d'Azur,Vaucluse,1.858,1.883,1.855,,1.806,,44.15676,4.87061,1
85000 La Roche-sur-Yon,Pays de la Loire,Vendée,1.81825,1.86975,,0.9610000000000001,1.802125,0.999,46.67249757880874,-1.4305341274738375,8
85000 Mouilleron-le-Captif,Pays de la Loire,Vendée,1.823,1.9,,0.994,1.824,,46.71241105000001,-1.4308949100000001,1
85100 Les Sables-d'Olonne,Pays de la Loire,Vendée,1.8543333333333332,1.862,1.8944999999999999,,1.846,,46.501650133333335,-1.7871153,3
85110 Chantonnay,Pays de la Loire,Vendée,1.849,1.8806666666666667,1.766,0.959,1.8163333333333334,0.999,46.69133333333334,-1.0513333333333332,3
85120 Antigny,Pays de la Loire,Vendée,1.955,2.019,,1.167,1.978,0.987,46.64,-0.754,1
85120 La Châtaigneraie,Pays de la Loire,Vendée,1.7999999999999998,1.863,1.829,0.937,1.7845,0.988,46.647999999999996,-0.75,2
85130 Chanverrie,Pays de la Loire,Vendée,1.8795000000000002,1.9449999999999998,1.86,,1.915,,46.955,-0.9904999999999999,2
85130 La Gaubretière,Pays de la Loire,Vendée,1.9205,1.9,1.9300000000000002,,,,46.9383495,-1.0616276,2
85140 Essarts en Bocage,Pays de la Loire,Vendée,1.8515,1.9325,,0.9735,1.849,,46.784,-1.1835,2
85150 Les Achards,Pays de la Loire,Vendée,1.8835000000000002,1.9875,2.069,0.979,1.9165,,46.598565,-1.655805,2
85160 Saint-Jean-de-Monts,Pays de la Loire,Vendée,1.829,1.891,,0.969,1.811,,46.794559145597994,-2.049826671282467,3
85170 Bellevigny,Pays de la Loire,Vendée,1.9343333333333332,1.9959999999999998,2.04,0.959,1.785,,46.79145333333333,-1.4311399999999999,3
85170 Le Poiré-sur-Vie,Pays de la Loire,Vendée,1.8155000000000001,1.832,,,1.7654999999999998,,46.7645300299355,-1.49958736430195,2
85170 Les Lucs-sur-Boulogne,Pays de la Loire,Vendée,1.858,1.897,,,1.845,,46.844,-1.494,1
85180 Les Sables-d'Olonne,Pays de la Loire,Vendée,1.838,1.9235,1.825,0.998,1.8356666666666666,0.989,46.49273707404475,-1.7427573083732,4
85190 Aizenay,Pays de la Loire,Vendée,1.8443333333333332,1.858,1.962,0.979,1.7905,0.919,46.73503506506666,-1.5990528707533336,3
85190 Maché,Pays de la Loire,Vendée,1.999,2.039,,,,,46.791461,-1.7072729999999998,1
85200 Fontenay-le-Comte,Pays de la Loire,Vendée,1.82775,1.86975,1.901,0.9250000000000002,1.7376666666666667,0.999,46.4572033320958,-0.80254116472,5
85210 Saint-Jean-de-Beugné,Pays de la Loire,Vendée,1.9,1.99,,,1.923,,46.5224787,-1.086016,1
85210 Sainte-Hermine,Pays de la Loire,Vendée,1.9245,1.9745,,,1.8795,1.06,46.566550241441,-1.0887396038448998,2
85220 Coëx,Pays de la Loire,Vendée,1.829,1.889,,,1.809,,46.706,-1.722,1
85230 Beauvoir-sur-Mer,Pays de la Loire,Vendée,1.794,1.842,,0.9884999999999999,1.7934999999999999,,46.910309999999996,-2.038525,2
85250 Chavagnes-en-Paillers,Pays de la Loire,Vendée,1.994,2.048,,1.13,1.965,1.083,46.874,-1.284,1
85250 Saint-Fulgent,Pays de la Loire,Vendée,1.799,1.875,,,1.789,,46.85788,-1.17281,1
85260 Les Brouzils,Pays de la Loire,Vendée,1.947,2.048,1.93,1.13,1.965,,46.881129539999996,-1.3020777049999999,2
85270 Saint-Hilaire-de-Riez,Pays de la Loire,Vendée,1.78,1.857,,0.949,1.741,,46.713,-1.961,1
85280 La Ferrière,Pays de la Loire,Vendée,1.99,,1.99,,,,46.711,-1.316,1
85290 Mortagne-sur-Sèvre,Pays de la Loire,Vendée,1.811,1.865,,,1.793,,46.994,-0.949,1
85290 Saint-Laurent-sur-Sèvre,Pays de la Loire,Vendée,1.885,1.99,1.964,,,,46.963982023865505,-0.891932749999995,2
85300 Challans,Pays de la Loire,Vendée,1.8922,1.9050000000000002,1.99,0.9764999999999999,1.843,0.9015,46.845291892665,-1.88279341977176,5
85310 La Chaize-le-Vicomte,Pays de la Loire,Vendée,1.99,2.092,1.99,,1.965,,46.669,-1.287,1
85310 Rives de l'Yon,Pays de la Loire,Vendée,1.95,1.99,1.95,,,,46.582,-1.375,1
85320 Mareuil-sur-Lay-Dissais,Pays de la Loire,Vendée,1.819,,1.819,,1.779,,46.53821,-1.23044,1
85330 Noirmoutier-en-l'Île,Pays de la Loire,Vendée,1.799,1.865,,0.998,1.789,,47.002,-2.259,1
85340 Les Sables-d'Olonne,Pays de la Loire,Vendée,1.821,1.8435000000000001,1.953,0.932,1.762,1.029,46.52471699414867,-1.7751576565297336,3
85350 L'Île-d'Yeu,Pays de la Loire,Vendée,2.492,,2.517,,,,46.72342,-2.34468,1
85360 La Tranche-sur-Mer,Pays de la Loire,Vendée,1.832,1.899,,0.995,1.789,,46.3503423218,-1.43004618419,1
85400 Luçon,Pays de la Loire,Vendée,1.77575,1.838,1.8085,0.9605,1.76675,0.979,46.459525575,-1.156293375,4
85400 Sainte-Gemme-la-Plaine,Pays de la Loire,Vendée,1.9,,1.962,,,0.98,46.468,-1.111,1
85430 Nieul-le-Dolent,Pays de la Loire,Vendée,1.814,1.855,,,1.804,,46.5712,-1.50929,1
85440 Talmont-Saint-Hilaire,Pays de la Loire,Vendée,1.8675,1.859,1.9075,,1.779,,46.468415,-1.6286800000000001,2
85460 Saint-Michel-en-l'Herm,Pays de la Loire,Vendée,1.829,1.899,,0.999,1.789,,46.3334267726,-1.29125783002,1
85470 Bretignolles-sur-Mer,Pays de la Loire,Vendée,1.809,1.869,,0.969,1.779,0.999,46.62588,-1.85856,1
85480 Bournezeau,Pays de la Loire,Vendée,1.919,,1.969,,1.99,,46.638142,-1.179617,1
85490 Benet,Pays de la Loire,Vendée,1.814,1.857,1.832,,,,46.37,-0.594,1
85500 Les Herbiers,Pays de la Loire,Vendée,1.9104999999999999,1.9163333333333332,1.95,0.952,1.8563333333333336,1.054,46.87375,-1.0242499999999999,4
85510 Le Boupère,Pays de la Loire,Vendée,1.887,1.908,1.878,,,,46.79597,-0.9322000000000199,1
85520 Jard-sur-Mer,Pays de la Loire,Vendée,1.815,1.879,,,1.789,,46.423,-1.575,1
85530 La Bruffière,Pays de la Loire,Vendée,1.875,1.868,1.98,,1.797,,47.01,-1.1915,2
85540 Le Champ-Saint-Père,Pays de la Loire,Vendée,1.882,1.993,1.97,,,,46.51,-1.345,1
85540 Moutiers-les-Mauxfaits,Pays de la Loire,Vendée,1.82,1.888,,0.998,1.823,,46.497,-1.424,1
85550 La Barre-de-Monts,Pays de la Loire,Vendée,1.815,1.859,,,1.789,,46.89,-2.123,1
85560 Longeville-sur-Mer,Pays de la Loire,Vendée,1.9095,1.939,1.98,,1.819,,46.42,-1.4945,2
85590 Les Epesses,Pays de la Loire,Vendée,1.807,1.864,1.84,,,,46.88,-0.905,1
85600 Montaigu-Vendée,Pays de la Loire,Vendée,1.8956666666666664,1.9537499999999999,1.8915,0.976,1.80725,0.952,46.97601848216967,-1.3004989913147667,6
85620 Rocheservière,Pays de la Loire,Vendée,1.799,1.879,,0.998,1.789,,46.939,-1.509,1
85630 Barbâtre,Pays de la Loire,Vendée,1.799,,,,1.789,,46.945,-2.18,1
85640 Mouchamps,Pays de la Loire,Vendée,1.96,2.104,1.97,,,,46.776,-1.066,1
85670 Falleron,Pays de la Loire,Vendée,1.99,,,1.15,1.98,,46.882,-1.697,1
85680 La Guérinière,Pays de la Loire,Vendée,1.81,1.862,,0.998,1.799,0.959,46.976,-2.242,1
85690 Notre-Dame-de-Monts,Pays de la Loire,Vendée,1.828,1.898,1.819,,,,46.830425422233,-2.1275341796875,1
85700 Pouzauges,Pays de la Loire,Vendée,1.81,1.878,,0.947,1.792,,46.775,-0.846,1
85710 La Garnache,Pays de la Loire,Vendée,1.849,1.895,1.855,,,,46.891,-1.828,1
85750 Angles,Pays de la Loire,Vendée,1.875,1.919,,,1.84,,46.40643,-1.39324,1
85800 Saint-Gilles-Croix-de-Vie,Pays de la Loire,Vendée,1.8243333333333334,1.853,1.819,,1.832,0.88,46.697,-1.9239999999999997,3
86000 Poitiers,Nouvelle-Aquitaine,Vienne,1.9307777777777777,1.974875,1.929,1.01525,1.9225999999999999,0.9805,46.57961780183744,0.3390683585886667,9
86000 Saint-Benoît,Nouvelle-Aquitaine,Vienne,1.777,1.855,,,1.774,0.764,46.56606713088,0.35440526256445004,1
86100 Antran,Nouvelle-Aquitaine,Vienne,2.0789999999999997,2.174,,1.234,2.069,1.057,46.9055,0.5235000000000001,2
86100 Châtellerault,Nouvelle-Aquitaine,Vienne,1.8333333333333333,1.8698000000000001,,0.998,1.8006,0.9390000000000001,46.81174987529233,0.5398839448920466,6
86110 Mirebeau,Nouvelle-Aquitaine,Vienne,1.921,1.952,,,1.877,,46.778462878174,0.18710544363848,1
86120 Les Trois-Moutiers,Nouvelle-Aquitaine,Vienne,1.99,1.99,,,1.957,,47.063,0.017,1
86130 Dissay,Nouvelle-Aquitaine,Vienne,1.913,1.983,,,,,46.719,0.42,1
86130 Jaunay-Marigny,Nouvelle-Aquitaine,Vienne,1.9969999999999999,2.0733333333333333,,0.999,1.984333333333333,1.06,46.6984909124965,0.3690991723947975,4
86130 Saint-Georges-lès-Baillargeaux,Nouvelle-Aquitaine,Vienne,1.789,1.849,,,1.759,,46.666,0.444,1
86140 Lencloître,Nouvelle-Aquitaine,Vienne,1.919,,1.987,,,,46.817,0.332,1
86140 Saint-Genest-d'Ambière,Nouvelle-Aquitaine,Vienne,1.889,1.929,,,1.849,,46.816,0.337,1
86150 L'Isle-Jourdain,Nouvelle-Aquitaine,Vienne,1.849,1.919,1.889,,1.859,,46.233,0.688,1
86160 Gençay,Nouvelle-Aquitaine,Vienne,1.827,1.87,,,1.81,,46.374,0.407,1
86170 Neuville-de-Poitou,Nouvelle-Aquitaine,Vienne,1.863,1.9395,,,1.8599999999999999,0.88,46.6816437214185,0.260241378809705,2
86180 Buxerolles,Nouvelle-Aquitaine,Vienne,1.8119999999999998,1.915,1.816,,1.7955,,46.594075440458504,0.359983035915145,2
86190 Vouillé,Nouvelle-Aquitaine,Vienne,1.866,1.9395,,,1.855,,46.64409514908,0.17208422826728997,2
86200 Loudun,Nouvelle-Aquitaine,Vienne,1.8575,1.91,1.829,0.935,1.8355,,47.00337675,0.08080680752331676,4
86220 Dangé-Saint-Romain,Nouvelle-Aquitaine,Vienne,1.869,1.899,1.879,,,,46.93511,0.60576,1
86220 Les Ormes,Nouvelle-Aquitaine,Vienne,1.99,,1.99,,,,46.94833644999999,0.60763006,1
86270 La Roche-Posay,Nouvelle-Aquitaine,Vienne,1.869,1.929,,0.999,1.849,,46.7942009905,0.797828862365,1
86300 Chauvigny,Nouvelle-Aquitaine,Vienne,1.9184999999999999,1.9685000000000001,,,1.8955,,46.564499999999995,0.631,2
86310 Saint-Germain,Nouvelle-Aquitaine,Vienne,1.94,,1.98,,,,46.563706917392,0.87017519193499,1
86310 Saint-Savin,Nouvelle-Aquitaine,Vienne,1.839,,1.869,,1.829,,46.56676,0.8598,1
86320 Lussac-les-Châteaux,Nouvelle-Aquitaine,Vienne,1.859,1.909,,0.998,1.849,,46.402,0.722,1
86350 Usson-du-Poitou,Nouvelle-Aquitaine,Vienne,1.95,,1.95,,,,46.282808152931,0.53483875130556,1
86360 Chasseneuil-du-Poitou,Nouvelle-Aquitaine,Vienne,1.8399999999999999,1.9,,,1.822,0.874,46.650000000000006,0.3645,2
86370 Vivonne,Nouvelle-Aquitaine,Vienne,1.868,1.947,,,1.877,0.987,46.39815361522733,0.23132580375671666,3
86380 Saint-Martin-la-Pallu,Nouvelle-Aquitaine,Vienne,1.932,2.099,1.963,,1.879,,46.7297573,0.3053686,2
86390 Lathus-Saint-Rémy,Nouvelle-Aquitaine,Vienne,1.959,,,1.029,1.899,,46.3605613,0.9724554,1
86400 Civray,Nouvelle-Aquitaine,Vienne,1.9005,1.91,1.99,,1.822,,46.1466183,0.2986784,2
86400 Savigné,Nouvelle-Aquitaine,Vienne,1.805,,1.82,0.998,1.799,,46.16,0.311,1
86440 Chasseneuil-du-Poitou,Nouvelle-Aquitaine,Vienne,1.837,1.896,,,1.829,,46.632,0.356,1
86440 Migné-Auxances,Nouvelle-Aquitaine,Vienne,1.8895,1.9545,,,1.8695,,46.616,0.316,2
86500 Montmorillon,Nouvelle-Aquitaine,Vienne,1.801,1.8755,1.829,0.939,1.7845,0.899,46.42364,0.8665866666666666,3
86530 Naintré,Nouvelle-Aquitaine,Vienne,1.869,1.899,,,1.843,,46.756,0.484,1
86550 Mignaloux-Beauvoir,Nouvelle-Aquitaine,Vienne,1.877,1.9,1.876,,,,46.54,0.403,1
86580 Vouneuil-sous-Biard,Nouvelle-Aquitaine,Vienne,1.919,1.929,1.899,,,,46.5710972,0.2720873,1
86600 Lusignan,Nouvelle-Aquitaine,Vienne,1.868,1.867,,0.998,1.833,,46.42874,0.11532,1
86700 Valence-en-Poitou,Nouvelle-Aquitaine,Vienne,1.8686666666666667,1.884,1.9080000000000001,0.999,1.829,,46.31322280683333,0.18339107998466667,3
86800 Jardres,Nouvelle-Aquitaine,Vienne,1.796,,1.778,,1.734,,46.567,0.564,1
86800 Saint-Julien-l'Ars,Nouvelle-Aquitaine,Vienne,1.891,1.929,1.903,,,,46.55889,0.49816,1
87000 Limoges,Nouvelle-Aquitaine,Haute-Vienne,1.866,1.92975,1.8583333333333334,1.0246666666666666,1.8495714285714284,0.995,45.822255936028085,1.2546247321126667,12
87100 Limoges,Nouvelle-Aquitaine,Haute-Vienne,1.869888888888889,1.93225,,1.0165,1.8576666666666668,,45.84082949782223,1.2456603361755556,9
87120 Eymoutiers,Nouvelle-Aquitaine,Haute-Vienne,1.9945,2.049,1.99,,1.989,,45.738555,1.73657,2
87130 Châteauneuf-la-Forêt,Nouvelle-Aquitaine,Haute-Vienne,1.859,1.939,,1.009,1.849,,45.70942,1.59823,1
87140 Compreignac,Nouvelle-Aquitaine,Haute-Vienne,1.86,,1.889,,,,45.993392145841995,1.2716896274,1
87140 Nantiat,Nouvelle-Aquitaine,Haute-Vienne,1.899,1.915,1.905,,,,46.007,1.169,1
87150 Cussac,Nouvelle-Aquitaine,Haute-Vienne,1.829,1.879,1.859,,1.819,,45.70874,0.83863,1
87150 Oradour-sur-Vayres,Nouvelle-Aquitaine,Haute-Vienne,1.829,1.899,1.839,,,,45.732,0.87,1
87160 Saint-Sulpice-les-Feuilles,Nouvelle-Aquitaine,Haute-Vienne,2.0505,2.173,,,2.0679999999999996,1.0443333333333333,46.31349392988733,1.4188094231000001,3
87170 Isle,Nouvelle-Aquitaine,Haute-Vienne,1.879,1.915,,,1.819,,45.81,1.219,1
87190 Magnac-Laval,Nouvelle-Aquitaine,Haute-Vienne,1.829,,1.849,,1.819,,46.215,1.166,1
87200 Saint-Junien,Nouvelle-Aquitaine,Haute-Vienne,1.791,1.8860000000000001,1.823,0.9455,1.79,0.999,45.8965,0.9175,2
87210 Le Dorat,Nouvelle-Aquitaine,Haute-Vienne,1.839,,1.879,,1.849,,46.21632,1.08409,1
87220 Boisseuil,Nouvelle-Aquitaine,Haute-Vienne,1.797,1.899,1.883,,1.826,,45.78,1.306,1
87220 Feytiat,Nouvelle-Aquitaine,Haute-Vienne,1.9344999999999999,1.939,1.99,0.999,1.9195,,45.812354621572,1.32677894973755,2
87230 Châlus,Nouvelle-Aquitaine,Haute-Vienne,1.9125,1.944,1.9315,,,,45.657,0.9835,2
87240 Ambazac,Nouvelle-Aquitaine,Haute-Vienne,1.855,1.929,,0.998,1.839,,45.95596,1.3982,1
87250 Bessines-sur-Gartempe,Nouvelle-Aquitaine,Haute-Vienne,1.869,1.919,,,1.849,,46.13182,1.37253,1
87260 Saint-Hilaire-Bonneval,Nouvelle-Aquitaine,Haute-Vienne,1.859,1.919,,1.029,1.849,,45.716634000000006,1.37491,1
87270 Couzeix,Nouvelle-Aquitaine,Haute-Vienne,1.8639999999999999,1.9340000000000002,,,1.8439999999999999,,45.861705,1.2404600000000001,2
87280 Limoges,Nouvelle-Aquitaine,Haute-Vienne,1.9058,1.9722000000000002,1.824,0.9659999999999999,1.89,1.0373333333333334,45.895982942518195,1.2885855851184798,5
87290 Châteauponsac,Nouvelle-Aquitaine,Haute-Vienne,1.855,,1.878,,1.839,,46.136,1.268,1
87290 Saint-Sornin-Leulac,Nouvelle-Aquitaine,Haute-Vienne,1.94,2.06,,,2.005,,46.198122226251996,1.3055375797584,1
87300 Bellac,Nouvelle-Aquitaine,Haute-Vienne,1.8713333333333333,1.9343333333333332,1.8725,,,,46.12822333333333,1.0509966666666666,3
87310 Saint-Laurent-sur-Gorre,Nouvelle-Aquitaine,Haute-Vienne,1.909,,1.899,,1.859,,45.769263932879994,0.9641147166716499,1
87320 Val-d'Oire-et-Gartempe,Nouvelle-Aquitaine,Haute-Vienne,1.999,2.057,2.034,,,,46.232,0.898,1
87350 Panazol,Nouvelle-Aquitaine,Haute-Vienne,1.9093333333333333,1.936,1.99,,1.839,,45.830000000000005,1.2976666666666665,3
87380 Magnac-Bourg,Nouvelle-Aquitaine,Haute-Vienne,1.833,1.899,,0.998,1.839,,45.619,1.438,1
87400 Saint-Léonard-de-Noblat,Nouvelle-Aquitaine,Haute-Vienne,1.9344999999999999,1.9845000000000002,1.99,0.999,1.909,,45.846765,1.5064899999999999,2
87400 Sauviat-sur-Vige,Nouvelle-Aquitaine,Haute-Vienne,1.823,1.876,,,1.817,,45.904242763602,1.5945068099733,1
87410 Le Palais-sur-Vienne,Nouvelle-Aquitaine,Haute-Vienne,1.849,1.892,,,1.83,,45.864380300392995,1.3103719116393502,2
87430 Verneuil-sur-Vienne,Nouvelle-Aquitaine,Haute-Vienne,1.9489999999999998,1.993,1.869,1.081,1.979,,45.8512589385535,1.15893429252505,2
